"depth_m";"date";"press_PSI";"Temp_degC";"cond_uS_cm";"spec_Cond_uS_cm";"DO_mg_L";"DOsat_%";"PAR";"pH";"Chla_ug_L";"turb_FTU"
37.097;2022-06-03 12:30:04;52.764;8.4749;322.583873;481.801;2.5016;21.4;0.091306;8.039;0.5177;1.575
37.141;2022-06-03 12:30:04;52.826;8.4733;322.583876;481.823;2.4765;21.184;0.09129;8.038;0.5559;1.581
37.185;2022-06-03 12:30:04;52.89;8.4716;322.583879;481.848;2.4477;20.937;0.091306;8.038;0.4949;1.56
37.219;2022-06-03 12:30:05;52.938;8.471;322.553607;481.811;2.4242;20.736;0.091322;8.033;0.4796;1.69
37.249;2022-06-03 12:30:05;52.98;8.4687;322.523336;481.799;2.3972;20.504;0.091306;8.043;0.4567;1.843
37.287;2022-06-03 12:30:05;53.034;8.4662;322.493066;481.79;2.3761;20.321;0.091322;8.033;0.3957;1.65
37.326;2022-06-03 12:30:05;53.09;8.4643;322.553617;481.907;2.3542;20.133;0.091338;8.033;0.4033;1.587
37.362;2022-06-03 12:30:06;53.141;8.4631;322.493072;481.835;2.3316;19.94;0.091338;8.033;0.3423;1.52
37.395;2022-06-03 12:30:06;53.188;8.4619;322.523348;481.896;2.3258;19.889;0.091274;8.028;0.3651;1.463
37.427;2022-06-03 12:30:06;53.233;8.4599;322.553624;481.97;2.2997;19.665;0.091386;8.031;0.4109;1.642
37.454;2022-06-03 12:30:06;53.272;8.4576;322.49308;481.913;2.2895;19.577;0.09137;8.031;0.4414;1.617
37.468;2022-06-03 12:30:07;53.292;8.4555;322.523357;481.989;2.2866;19.551;0.091306;8.03;0.4033;1.438
37.485;2022-06-03 12:30:07;53.317;8.4546;322.493084;481.956;2.2779;19.477;0.091418;8.036;0.4414;1.474
37.514;2022-06-03 12:30:07;53.357;8.4536;322.553634;482.061;2.2728;19.432;0.091354;8.026;0.472;1.505
37.55;2022-06-03 12:30:07;53.408;8.4517;322.553637;482.089;2.2772;19.469;0.091322;8.028;0.5177;1.614
37.59;2022-06-03 12:30:08;53.466;8.4473;322.523369;482.107;2.2794;19.486;0.091386;8.03;0.5254;1.549
37.634;2022-06-03 12:30:08;53.528;8.4425;322.64447;482.357;2.2725;19.424;0.091194;8.031;0.4796;1.465
37.676;2022-06-03 12:30:08;53.589;8.4321;322.644483;482.507;2.2805;19.488;0.091242;8.029;0.3499;1.488
37.711;2022-06-03 12:30:08;53.638;8.4153;322.674775;482.796;2.2724;19.411;0.091274;8.031;0.3728;1.587
37.738;2022-06-03 12:30:09;53.676;8.3978;322.705068;483.094;2.2742;19.418;0.09137;8.026;0.3423;1.627
37.75;2022-06-03 12:30:09;53.693;8.3809;322.765635;483.43;2.2679;19.357;0.091274;8.032;0.3117;1.631
37.756;2022-06-03 12:30:09;53.702;8.367;322.674827;483.495;2.2545;19.236;0.091274;8.029;0.4109;1.631
37.758;2022-06-03 12:30:09;53.705;8.3573;322.705111;483.681;2.2392;19.101;0.091322;8.029;0.5635;1.667
37.767;2022-06-03 12:30:10;53.717;8.3569;322.705112;483.686;2.2215;18.95;0.09137;8.028;0.4643;1.581
37.777;2022-06-03 12:30:10;53.731;8.3558;322.705114;483.703;2.2111;18.86;0.091306;8.024;0.388;1.64
37.775;2022-06-03 12:30:10;53.728;8.3507;322.735393;483.822;2.1778;18.573;0.09121;8.026;0.3346;1.669
37.764;2022-06-03 12:30:10;53.713;8.3475;322.705122;483.823;2.1531;18.362;0.091258;8.027;0.3423;1.72
37.754;2022-06-03 12:30:11;53.699;8.35;322.644571;483.696;2.1153;18.04;0.091258;8.028;0.3194;1.581
37.752;2022-06-03 12:30:11;53.696;8.3775;322.70509;483.388;2.0575;17.559;0.091402;8.027;0.3957;1.717
37.763;2022-06-03 12:30:11;53.711;8.3919;322.705075;483.179;2.026;17.296;0.091338;8.028;0.4033;1.701
37.77;2022-06-03 12:30:12;53.722;8.4026;322.795886;483.16;1.9991;17.071;0.09129;8.029;0.5254;1.545
37.751;2022-06-03 12:30:12;53.694;8.4079;322.64451;482.857;1.9866;16.967;0.09121;8.033;0.4414;1.604
37.745;2022-06-03 12:30:13;53.686;8.4171;322.795871;482.951;1.9935;17.029;0.091306;8.031;0.388;1.619
37.771;2022-06-03 12:30:14;53.724;8.4414;322.82612;482.645;2.0525;17.543;0.091226;8.02;0.4262;1.728
37.768;2022-06-03 12:30:14;53.719;8.4536;322.826107;482.469;2.1047;17.995;0.091322;8.025;0.3499;1.745
37.762;2022-06-03 12:30:15;53.71;8.4795;322.886628;482.186;2.1158;18.101;0.091242;8.019;0.4643;1.638
37.781;2022-06-03 12:30:15;53.737;8.4813;322.947175;482.251;2.1343;18.26;0.091338;8.019;0.5177;1.539
37.789;2022-06-03 12:30:16;53.748;8.4759;322.947181;482.328;2.1455;18.354;0.091386;8.019;0.5101;1.526
37.783;2022-06-03 12:30:16;53.741;8.4738;322.886635;482.268;2.1611;18.486;0.09129;8.018;0.4491;1.598
37.742;2022-06-03 12:30:16;53.682;8.4759;322.94718;482.328;2.179;18.641;0.091306;8.018;0.4109;1.692
37.743;2022-06-03 12:30:17;53.683;8.483;322.886624;482.135;2.1821;18.67;0.091386;8.014;0.4338;1.537
37.779;2022-06-03 12:30:17;53.734;8.4879;322.826071;481.975;2.1885;18.727;0.091322;8.011;0.4491;1.692
37.782;2022-06-03 12:30:17;53.739;8.478;322.88663;482.207;2.1988;18.811;0.091338;8.017;0.4567;1.669
37.776;2022-06-03 12:30:18;53.73;8.4727;322.886636;482.284;2.1995;18.815;0.091226;8.017;0.4109;1.558
37.765;2022-06-03 12:30:18;53.714;8.4651;322.826095;482.303;2.2019;18.831;0.091322;8.016;0.4033;1.556
37.759;2022-06-03 12:30:18;53.706;8.472;322.886636;482.294;2.1951;18.776;0.091354;8.015;0.5101;1.749
37.769;2022-06-03 12:30:19;53.72;8.4856;322.765525;481.918;2.1966;18.796;0.091274;8.015;0.5025;1.667
37.801;2022-06-03 12:30:19;53.765;8.4761;322.826084;482.145;2.1915;18.748;0.091274;8.016;0.4491;1.787
37.82;2022-06-03 12:30:20;53.793;8.4698;322.826092;482.235;2.1939;18.765;0.091274;8.017;0.533;1.696
37.819;2022-06-03 12:30:20;53.792;8.4641;322.826098;482.318;2.2023;18.834;0.091418;8.018;0.5406;1.575
37.802;2022-06-03 12:30:20;53.767;8.4558;322.886654;482.528;2.2021;18.829;0.091242;8.018;0.4567;1.701
37.811;2022-06-03 12:30:20;53.779;8.452;322.947207;482.674;2.2047;18.849;0.091306;8.02;0.4872;1.654
37.879;2022-06-03 12:30:21;53.877;8.4564;322.826108;482.429;2.196;18.777;0.091354;8.019;0.4109;1.61
37.959;2022-06-03 12:30:21;53.99;8.4547;322.88666;482.544;2.2059;18.861;0.091322;8.019;0.3651;1.648
38.025;2022-06-03 12:30:21;54.084;8.4412;322.826128;482.648;2.1903;18.721;0.09137;8.016;0.3804;1.528
38.064;2022-06-03 12:30:21;54.14;8.4167;322.795881;482.956;2.1925;18.729;0.09137;8.009;0.4338;1.705
